,First Name_GAA,Last Name_GAA,Team_GAA,TOI,GAA_GAA,GSAA_GAA,SV%_GAA,TrueSV%_GAA,ExpSV%_GAA,xGSAA_GAA,CA_GAA,FA_GAA,SA_GAA,xGA_GAA,GA_GAA,HighS_GAA,HighG_GAA,HighSV%_GAA,MedS_GAA,MedG_GAA,LowS_GAA,LowG_GAA,AdjSV%_GAA,Dist_GAA,Reb_GAA,Rush_GAA,DS_GAA,PenT_GAA,PenD_GAA,PenDf_GAA,CF_GAA,FF_GAA,SF_GAA,xGF_GAA,GF_GAA,RebF_GAA,RushF_GAA,Supp_GAA,ZS%_GAA,OZS_GAA,DZS_GAA,NZS_GAA,Last Name_injuries,First Name_injuries,Team_injuries,DOB,Birth City,S/P,Cntry,Nat,Ht,Wt,Sh,Dft Yr,Rd,Ovrl,GP,GS,GR,W,L,T,OTL,SA_injuries,SV,GA_injuries,SV%_injuries,GAA_injuries,GSAA_injuries,MIN,SO,G,A,PTS,PIM,PenT_injuries,PenD_injuries,PenDf_injuries,Supp_injuries,QoC,StMin,StSV,StGA,StSV%,StGAA,QS,QS%,RBS,Pull,ReMin,ReSV,ReGA,ReSV%,ReGAA,Dist_injuries,Reb_injuries,Rush_injuries,DS_injuries,HighS_injuries,HighG_injuries,HighSV%_injuries,MedS_injuries,MedG_injuries,LowS_injuries,LowG_injuries,AdjSV%_injuries,EVSA,EVGA,EV SV%,PP SA,PP GA,PP SV%,SH SA,SH GA,SH SV%,AdjSV%.1,CA_injuries,FA_injuries,SA.1,xGA_injuries,GA.1,TrueSV%_injuries,ExpSV%_injuries,xGSAA_injuries,ZS%_injuries,OZS_injuries,DZS_injuries,NZS_injuries,CF_injuries,FF_injuries,SF_injuries,xGF_injuries,GF_injuries,RebF_injuries,RushF_injuries,SOS,SOG,SO SV%,SOW,SOL,NMC,Status,Salary,Cap Hit,Pace,1st,2nd,3rd,Star,GPS,Ginj,Injuries,CHIP
69,Niemi,Antti,DAL,1352.74,2.7056197051909456,-9.646222000000002,0.9088191330343797,0.9544776119402985,0.9138565022421524,-3.3699999999999974,1340,960,669,57.63,61,144,31,0.7847222222222222,304,7,221,23,0.9064922463351063,35.3,66,60,126,0,1,1,1395,1026,678,59.52,49,52,66,2.1733666484320713,0.47125140924464487,418,469,510,Niemi,Antti,DAL,1983-08-29,Vantaa,,FIN,FIN,74.0,215.0,L,,,,37.0,30.0,7.0,12.0,12.0,0.0,4.0,880.0,785.0,95.0,0.8920454545454546,3.29765692797223,-18.844799999999992,1728.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.9428984668787965,0.0892051978,1532.4833333333,723.0,84.0,0.895910780669145,3.28877964958843,14.0,0.4666666666666667,7.0,7.0,196.0166666667,62.0,11.0,0.8493150684931506,3.367060624096018,33.24,92.0,76.0,168.0,218.0,50.0,0.7706422018348624,308.0,36.0,355.0,9.0,0.8911506342475202,710.0,68.0,0.9042253521126761,140.0,23.0,0.8357142857142857,30.0,4.0,0.8666666666666667,0.893358886653253,1732.0,1257.0,881.0,85.08,95.0,0.9451501154734411,0.903427922814983,-9.920000000000002,0.4683860232945091,563.0,639.0,583.0,1731.0,1296.0,851.0,84.78,76.0,66.0,72.0,0.0,0.0,0.0,0.0,0.0,NTC,UFA,4500000.0,4500000.0,120.20827306913509,5.0,2.0,0.0,7.0,3.0,,, 
70,Nilsson,Anders,BUF,1194.77,2.2598491759920316,5.432634,0.9315068493150684,0.9628712871287128,0.9139573820395738,11.530000000000001,1212,915,657,56.53,45,142,23,0.8380281690140845,271,6,244,16,0.9322013233779302,30.01,54,52,106,0,0,0,1065,802,570,44.13,32,31,66,1.6070038584832227,0.4713541666666667,362,406,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Pavelec,Ondrej,WPG,367.04,2.77898866608544,-2.7222679999999997,0.9086021505376344,0.9475308641975309,0.9145161290322581,-1.0999999999999996,324,240,186,15.9,17,22,5,0.7727272727272727,34,1,130,11,0.9082415631427396,14.14,15,14,29,0,0,0,328,246,179,15.89,18,9,25,2.9424585876198774,0.5,108,108,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Peters,Justin,ARI,117.77,2.037870425405451,0.9127679999999998,0.9375,0.9607843137254902,0.9134375,1.54,102,83,64,5.54,4,8,1,0.875,18,0,38,3,0.9446888157894737,25.16,6,4,10,0,0,0,99,75,58,4.79,4,6,4,2.037870425405451,0.5,35,35,36,Peters,Justin,ARI,1986-08-30,Blyth,ON,CAN,CAN,73.0,210.0,L,2004.0,2.0,38.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,70.0,63.0,7.0,0.9,3.159874608149678,-0.9421999999999997,132.9166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4195611285260394,0.0824086109,58.7333333333,30.0,4.0,0.8823529411764706,4.086265607266791,0.0,0.0,0.0,0.0,74.1833333333,33.0,3.0,0.9166666666666666,2.4264210289833414,26.26,8.0,4.0,12.0,11.0,3.0,0.7272727272727273,39.0,3.0,20.0,1.0,0.8868751748251749,66.0,5.0,0.9242424242424242,4.0,2.0,0.5,0.0,0.0,0.0,0.8410454545454545,116.0,92.0,70.0,6.48,7.0,0.9396551724137931,0.9074285714285715,-0.5199999999999996,0.5061728395061729,41.0,40.0,44.0,108.0,84.0,65.0,5.36,6.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,,UFA,600000.0,600000.0,101.1159874607897,,,,,0.30000000000000004,,, 
73,Pickard,Calvin,COL,2223.35,2.779589358400612,-12.113792000000004,0.9130067567567568,0.950599520383693,0.9249070945945946,-14.090000000000003,2085,1614,1184,88.91,103,236,56,0.7627118644067796,562,13,386,34,0.9075077183602329,33.59,75,80,155,1,3,2,2001,1475,1048,77.92,65,55,67,1.7541097892819395,0.47534246575342465,694,766,750,Pickard,Calvin,COL,1992-04-15,Moncton,NB,CAN,CAN,73.0,200.0,L,2010.0,2.0,49.0,50.0,48.0,2.0,15.0,31.0,0.0,2.0,1461.0,1321.0,140.0,0.9041752224503764,2.9784417549167572,-13.565059999999988,2820.2666666667,2.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,2.253616679273801,0.08796592660000001,2768.9666666667,1306.0,139.0,0.9038062283737024,3.0119539178273125,21.0,0.4375,11.0,3.0,51.3,15.0,1.0,0.9375,1.169590643274854,32.28,104.0,89.0,193.0,320.0,81.0,0.746875,523.0,46.0,618.0,13.0,0.8982625045055288,1216.0,104.0,0.9144736842105263,211.0,35.0,0.8341232227488151,34.0,1.0,0.9705882352941176,0.9040331515120392,2585.0,1997.0,1461.0,120.1,140.0,0.9458413926499033,0.9177960301163587,-19.900000000000006,0.47252182845403184,920.0,1027.0,870.0,2441.0,1818.0,1283.0,105.93,91.0,74.0,81.0,4.0,1.0,0.75,1.0,1.0,,RFA,925000.0,1000000.0,106.9260590015116,3.0,4.0,8.0,15.0,7.1,,, 
74,Price,Carey,MTL,2944.4,1.8339899470180683,17.773848,0.9358974358974359,0.9664429530201343,0.9187108262108262,24.129999999999995,2682,1895,1404,114.13,90,291,39,0.865979381443299,637,15,476,36,0.9339604507941163,35.83,96,213,309,0,5,5,2973,2139,1538,129.8,117,134,229,2.3841869311234882,0.4739084132055378,890,988,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Quick,Jonathan,LAK,742.14,2.0211819872261296,1.252603999999998,0.9269005847953217,0.9623493975903614,0.9047953216374269,7.560000000000002,664,503,342,32.56,25,82,17,0.7926829268292683,145,3,115,5,0.9310825659121658,33.91,30,57,87,0,2,2,761,547,372,31.91,22,38,42,1.7786401487589942,0.5447470817120622,280,234,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Raanta,Antti,NYR,1265.13,1.991890161485381,6.206536,0.9331210191082803,0.9648535564853556,0.9195063694267516,8.549999999999997,1195,876,628,50.55,42,132,21,0.8409090909090909,261,4,235,17,0.9332660078777504,31.03,31,51,82,0,2,2,1151,890,654,54.61,48,28,55,2.2764458988404352,0.46675191815856776,365,417,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Rask,Tuukka,BOS,2850.93,2.1045764013848114,-3.43340400000001,0.9205087440381559,0.9589153656532456,0.9230286168521462,-3.1700000000000017,2434,1778,1258,96.83,100,245,52,0.7877551020408163,580,11,433,37,0.9155937426884427,36.83,65,93,158,0,0,0,2838,2149,1564,117.63,109,86,112,2.2939882775094445,0.5275675675675676,976,874,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Reimer,James,FLA,1803.34,2.1959253385384896,9.533807999999993,0.9329268292682926,0.9597560975609756,0.9225813008130082,10.180000000000007,1640,1298,984,76.18,66,197,34,0.8274111675126904,418,7,369,25,0.9314287163812789,34.09,71,71,142,0,2,2,1669,1307,956,70.74,62,55,85,2.0628389543846417,0.5025906735751295,582,576,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Rinne,Pekka,NSH,2789.09,2.086702114309685,8.240701999999999,0.9292487235594457,0.9617809298660362,0.9252078774617067,5.540000000000006,2538,1897,1371,102.54,97,244,53,0.7827868852459017,633,12,494,32,0.922001683294869,33.82,71,104,175,2,2,0,2747,2025,1448,112.88,112,86,140,2.4093880082751005,0.512582056892779,937,891,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Rittich,David,CGY,18.65,0.0,0.460572,1.0,1.0,0.9533333333333334,0.28,17,9,6,0.28,0,0,0,0.0,2,0,4,0,0.7857000000000001,26.15,0,0,0,0,0,0,15,8,6,0.81,0,3,0,0.0,0.5,5,5,5,Rittich,David,CGY,1992-08-19,Jihlava,,CZE,CZE,75.0,202.0,L,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,9.0,1.0,0.9,3.0,-0.13459999999999994,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.0847665848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,9.0,1.0,0.9,3.0,18.1,0.0,0.0,0.0,2.0,1.0,0.5,6.0,0.0,2.0,0.0,0.8815000000000001,6.0,0.0,1.0,4.0,1.0,0.75,0.0,0.0,0.0,0.9405000000000001,21.0,13.0,10.0,0.75,1.0,0.9523809523809523,0.925,-0.25,0.4166666666666667,5.0,7.0,6.0,15.0,8.0,6.0,0.81,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,108.0,,,,,0.0,,, 
81,Saros,Juuse,NSH,950.1,2.2734449005367856,1.843665999999999,0.9269776876267748,0.9614147909967845,0.9140162271805274,6.390000000000001,933,707,493,42.39,36,96,21,0.78125,204,3,193,12,0.9244164498247487,30.36,31,41,72,0,0,0,885,660,496,40.23,43,40,50,2.7155036311967162,0.4592,287,338,329,Saros,Juuse,NSH,1995-04-19,Forssa,,FIN,FIN,71.0,180.0,L,2013.0,4.0,99.0,21.0,19.0,2.0,10.0,8.0,0.0,3.0,614.0,567.0,47.0,0.9234527687296417,2.350163205778114,6.135560000000005,1199.9166666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.6626849086741395,0.0876707283,1137.0,534.0,43.0,0.925476603119584,2.2691292875989446,13.0,0.6842105263157895,1.0,0.0,62.9166666667,33.0,4.0,0.8918918918918919,3.8145695364218204,30.96,37.0,46.0,83.0,121.0,25.0,0.7933884297520661,260.0,19.0,233.0,3.0,0.918091691063521,514.0,40.0,0.9221789883268483,87.0,7.0,0.9195402298850575,13.0,0.0,1.0,0.9235836128628294,1159.0,886.0,614.0,55.89,47.0,0.9594477998274374,0.9089739413680782,8.89,0.4607142857142857,387.0,453.0,379.0,1091.0,816.0,611.0,53.25,63.0,51.0,57.0,2.0,2.0,0.0,0.0,1.0,,RFA,667500.0,692500.0,112.50781304256928,4.0,1.0,5.0,10.0,4.4,,, 
82,Schneider,Cory,NJD,2686.76,2.36716342360315,-1.2966320000000024,0.9222873900293255,0.9553119730185498,0.9212683284457478,1.3900000000000006,2372,1847,1364,107.39,106,283,46,0.8374558303886925,555,14,526,46,0.9228646209199431,32.21,57,101,158,0,1,1,2208,1724,1223,99.44,75,55,76,1.6748797808512854,0.4593618302227574,763,898,919,Schneider,Cory,NJD,1986-03-18,Marblehead,MA,USA,USA,75.0,205.0,L,2004.0,1.0,26.0,60.0,59.0,1.0,20.0,27.0,0.0,11.0,1781.0,1618.0,163.0,0.9084783829309376,2.816144358592915,-8.872259999999983,3472.8333333333,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.3175313144886722,0.0873142636,3444.25,1600.0,163.0,0.9075439591605219,2.8395151339188502,27.0,0.4576271186440678,7.0,3.0,28.5833333333,18.0,0.0,1.0,0.0,30.08,86.0,117.0,203.0,427.0,74.0,0.8266978922716628,705.0,69.0,613.0,17.0,0.9108338181560728,1487.0,119.0,0.9199731002017485,242.0,35.0,0.8553719008264463,52.0,9.0,0.8269230769230769,0.9084011745575449,3066.0,2393.0,1745.0,155.9,160.0,0.9478147423352903,0.9106590257879656,-4.099999999999994,0.45980565371024734,1041.0,1223.0,1063.0,2710.0,2114.0,1517.0,134.14,118.0,70.0,93.0,11.0,3.0,0.7272727272727273,2.0,2.0,NTC,UFA,6000000.0,6000000.0,99.79171665786917,5.0,4.0,7.0,16.0,9.5,,, 
83,Smith,Jeremy,COL,465.69,3.092185788829479,-5.346834000000001,0.9012345679012346,0.941031941031941,0.919835390946502,-4.52,407,319,243,19.48,24,48,15,0.6875,117,3,78,6,0.894356891025641,34.61,17,18,35,0,0,0,428,306,216,16.69,17,10,22,2.1902982670875475,0.5231316725978647,147,134,140,Smith,Jeremy,COL,1989-04-13,Dearborn,MI,USA,USA,72.0,177.0,L,2007.0,2.0,54.0,10.0,8.0,2.0,1.0,6.0,0.0,1.0,286.0,254.0,32.0,0.8881118881118881,3.537757577618552,-7.249559999999999,542.7166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1281822927861604,0.0854563515,478.6333333333,233.0,30.0,0.8859315589353612,3.760707570165315,3.0,0.375,3.0,0.0,64.0833333333,21.0,2.0,0.9130434782608695,1.872561768531533,33.65,19.0,20.0,39.0,64.0,21.0,0.671875,101.0,8.0,121.0,3.0,0.8824218392009655,248.0,24.0,0.9032258064516129,34.0,7.0,0.7941176470588236,4.0,1.0,0.75,0.8837718216318786,487.0,377.0,286.0,24.54,32.0,0.9342915811088296,0.9141958041958042,-7.460000000000001,0.5014409221902018,174.0,173.0,154.0,476.0,342.0,242.0,19.25,21.0,10.0,24.0,2.0,1.0,0.5,0.0,1.0,,UFA,675000.0,675000.0,106.46439210145832,0.0,0.0,1.0,1.0,0.8,,, 
84,Smith,Mike,ARI,2534.38,2.5805127881375323,3.0725199999999973,0.9253424657534246,0.9601316752011705,0.9115205479452054,20.180000000000007,2734,2118,1460,129.18,109,338,55,0.8372781065088757,604,12,518,42,0.9274023155507873,28.71,118,112,230,3,3,0,2186,1655,1174,95.47,79,105,90,1.8702799106684869,0.42715038033937974,730,979,883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Stalock,Alex,MIN,99.27,1.813236627379873,0.22400399999999987,0.9285714285714286,0.961038961038961,0.9254761904761905,0.1299999999999999,77,58,42,3.13,3,9,1,0.8888888888888888,20,0,13,2,0.9206042735042735,36.8,2,3,5,0,0,0,90,69,51,3.2,4,2,8,2.4176488365064976,0.4166666666666667,30,42,44,Stalock,Alex,MIN,1987-07-28,St. Paul,MN,USA,USA,72.0,187.0,L,2005.0,4.0,112.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,54.0,51.0,3.0,0.9444444444444444,1.513665031534264,1.6731600000000002,118.9166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8920812894178298,0.0850973057,118.9166666667,51.0,3.0,0.9444444444444444,1.513665031534264,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.31,3.0,3.0,6.0,11.0,1.0,0.9090909090909091,20.0,2.0,23.0,0.0,0.9400545454545455,42.0,3.0,0.9285714285714286,12.0,0.0,1.0,0.0,0.0,0.0,0.9176428571428572,99.0,76.0,54.0,4.18,3.0,0.9696969696969697,0.9225925925925926,1.1799999999999997,0.4117647058823529,35.0,50.0,45.0,101.0,77.0,56.0,3.75,5.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,,UFA,650000.0,650000.0,100.91100210228426,0.0,0.0,1.0,1.0,0.5,,, 
86,Stolarz,Anthony,PHI,282.43,1.4870941472223205,3.823442,0.950354609929078,0.972,0.9160283687943263,4.84,250,189,141,11.84,7,34,6,0.8235294117647058,67,0,40,1,0.9531498529411764,32.47,11,11,22,0,0,0,256,190,145,13.1,9,9,14,1.9119781892858407,0.5212121212121212,86,79,100,Stolarz,Anthony,PHI,1994-01-20,Edison,NJ,USA,USA,78.0,210.0,L,2012.0,2.0,45.0,7.0,4.0,3.0,2.0,1.0,0.0,1.0,181.0,168.0,13.0,0.9281767955801105,2.074008420119838,2.6637400000000007,376.0833333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.026456902282564,0.084926392,245.1166666667,109.0,10.0,0.9159663865546218,2.4478139661382405,2.0,0.5,1.0,0.0,130.9666666667,59.0,3.0,0.9516129032258065,1.3743955204883243,33.41,14.0,14.0,28.0,46.0,9.0,0.8043478260869565,61.0,4.0,74.0,0.0,0.9284501069137563,146.0,7.0,0.952054794520548,30.0,4.0,0.8666666666666667,5.0,2.0,0.6,0.9314908675799087,319.0,244.0,181.0,16.33,13.0,0.9592476489028213,0.9097790055248619,3.3299999999999983,0.5247933884297521,127.0,115.0,123.0,351.0,263.0,195.0,18.97,12.0,11.0,17.0,3.0,2.0,0.33333333333333337,0.0,1.0,,RFA,725000.0,753333.0,106.89120319079166,1.0,1.0,1.0,3.0,1.4,,, 
87,Subban,Malcolm,BOS,26.18,4.583651642475171,-0.925332,0.8571428571428572,0.9047619047619048,0.91,-0.74,21,19,14,1.26,2,0,0,0.0,0,0,14,2,0.30968571428571434,0.0,1,2,3,0,0,0,28,21,13,1.39,0,0,1,0.0,0.8,12,3,8,Subban,Malcolm,BOS,1993-12-21,Toronto,ON,CAN,CAN,74.0,200.0,L,2012.0,1.0,24.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,16.0,13.0,3.0,0.8125,5.88235294117647,-1.61536,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8627450980392153,0.0983671844,30.6,13.0,3.0,0.8125,5.88235294117647,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.312,14.0,2.0,0.8571428571428572,2.0,1.0,0.5,0.0,0.0,0.0,0.7852857142857144,25.0,23.0,16.0,1.53,3.0,0.88,0.904375,-1.47,0.7222222222222222,13.0,5.0,8.0,30.0,22.0,14.0,1.46,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,RFA,832500.0,863333.0,107.84313725490195,,,,,-0.1,,, 
88,Talbot,Cam,EDM,3417.26,2.1069511831116157,8.729873999999995,0.9284436493738819,0.9625117150890347,0.9095110316040549,31.75,3201,2305,1677,151.75,120,416,79,0.8100961538461539,624,11,637,30,0.9348064969256933,31.8,122,215,337,1,1,0,3156,2361,1725,150.31,141,109,173,2.4756676401561486,0.5021337126600285,1059,1050,1172,Talbot,Cam,EDM,1987-07-05,Caledonia,ON,CAN,CAN,75.0,199.0,L,,,,73.0,73.0,0.0,42.0,22.0,0.0,8.0,2117.0,1946.0,171.0,0.9192253188474256,2.3893805309734515,12.205180000000013,4294.0,7.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.9051234280391243,0.08620400980000001,4294.0,1946.0,171.0,0.9192253188474256,2.3893805309734515,43.0,0.589041095890411,10.0,6.0,0.0,0.0,0.0,0.0,0.0,30.83,180.0,240.0,420.0,590.0,110.0,0.8135593220338984,823.0,48.0,707.0,14.0,0.9259124970408361,1759.0,129.0,0.9266628766344513,317.0,39.0,0.8769716088328076,41.0,3.0,0.926829268292683,0.9194117785435507,4029.0,2906.0,2120.0,210.21,172.0,0.9573095060809134,0.9008443396226415,38.21000000000001,0.4952448045086298,1406.0,1433.0,1333.0,3989.0,2974.0,2160.0,207.91,205.0,140.0,199.0,27.0,11.0,0.5925925925925926,4.0,5.0,NMC,UFA,4150000.0,4166667.0,112.0353982300885,11.0,8.0,2.0,21.0,14.0,,, 
89,Tokarski,Dustin,ANA,6.97,0.0,0.230286,1.0,1.0,0.9433333333333334,0.17,3,3,3,0.17,0,1,0,1.0,1,0,1,0,1.0,24.61,0,0,0,0,0,0,7,6,4,0.37,0,0,0,0.0,0.3333333333333333,1,2,1,Tokarski,Dustin,ANA,1989-09-16,Watson,SK,CAN,CAN,72.0,205.0,L,2008.0,5.0,122.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.43270000000000003,9.7833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2691652470264705,0.0940339787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.7833333333,5.0,0.0,1.0,0.0,23.58,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.9770000000000001,8.0,7.0,5.0,0.66,0.0,1.0,0.868,0.66,0.25,1.0,3.0,1.0,7.0,6.0,4.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,91.99318569026232,,,,,0.1,,, 
90,Ullmark,Linus,BUF,50.13,2.39377618192699,0.1493359999999999,0.9285714285714286,0.9534883720930233,0.9260714285714285,0.06999999999999984,43,33,28,2.07,2,5,1,0.8,11,1,12,0,0.9185581818181818,44.82,2,2,4,0,0,0,42,33,24,1.25,2,0,5,2.39377618192699,0.38235294117647056,13,21,12,Ullmark,Linus,BUF,1993-07-31,Lugnvik,,SWE,SWE,76.0,221.0,L,2012.0,6.0,163.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,36.0,33.0,3.0,0.9166666666666666,3.0646992054500934,0.11544000000000043,58.7333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2769580022708722,0.08968058970000001,58.7333333333,33.0,3.0,0.9166666666666666,3.0646992054500934,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.39,4.0,3.0,7.0,9.0,2.0,0.7777777777777778,16.0,0.0,11.0,1.0,0.9128787878787878,28.0,2.0,0.9285714285714286,5.0,0.0,1.0,3.0,1.0,0.6666666666666667,0.9329761904761905,55.0,43.0,36.0,3.23,3.0,0.9454545454545454,0.9102777777777777,0.22999999999999998,0.3111111111111111,14.0,31.0,16.0,43.0,33.0,24.0,1.25,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,RFA,892500.0,775833.0,100.11350737803639,,,,,0.2,,, 
91,Varlamov,Semyon,COL,1033.25,3.251875151221873,-12.24566,0.9017543859649123,0.9450980392156862,0.9248771929824562,-13.18,1020,754,570,42.82,56,124,29,0.7661290322580645,246,5,200,22,0.9015124353527406,30.99,42,48,90,0,0,0,867,646,472,33.21,29,20,41,1.6840067747398986,0.48721804511278194,324,341,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Vasilevskiy,Andrei,TBL,2209.61,2.3352537325591394,0.5875360000000001,0.9237588652482269,0.9564997470915528,0.9279609929078014,-4.739999999999995,1977,1528,1128,81.26,86,207,37,0.821256038647343,485,16,436,33,0.9203482434224264,33.67,50,116,166,0,1,1,2072,1541,1081,85.99,75,87,91,2.0365584876969236,0.489650249821556,686,715,761,Vasilevskiy,Andrei,TBL,1994-07-25,Tyumen,,RUS,RUS,75.0,207.0,L,2012.0,1.0,19.0,50.0,47.0,3.0,23.0,17.0,0.0,7.0,1480.0,1357.0,123.0,0.9168918918918919,2.606607172290346,5.079200000000014,2831.2666666667,2.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.472462266594428,0.08648020120000001,2745.3,1320.0,121.0,0.916030534351145,2.6445197246202596,25.0,0.5319148936170213,5.0,3.0,85.9666666667,37.0,2.0,0.9487179487179487,1.3958898797978303,32.93,76.0,130.0,206.0,294.0,52.0,0.8231292517006803,601.0,51.0,585.0,20.0,0.9125386771799893,1199.0,94.0,0.9216013344453712,247.0,26.0,0.8947368421052632,34.0,3.0,0.9117647058823529,0.9174528761067661,2550.0,1979.0,1480.0,114.38,123.0,0.951764705882353,0.9227162162162162,-8.620000000000005,0.481691593604951,934.0,1005.0,881.0,2577.0,1935.0,1366.0,116.67,124.0,102.0,99.0,15.0,3.0,0.8,1.0,2.0,,RFA,925000.0,925000.0,108.6510160352244,4.0,8.0,2.0,14.0,9.3,,, 
93,Ward,Cam,CAR,2939.53,2.5718397158729456,-15.078910000000008,0.91280276816609,0.9522546419098143,0.9131695501730104,-0.5300000000000011,2639,2009,1445,125.47,126,313,70,0.7763578274760383,596,10,536,46,0.9139455875067487,33.0,114,139,253,3,3,0,2798,2046,1425,133.43,108,130,167,2.2044340421768105,0.5486111111111112,948,780,963,Ward,Cam,CAR,1984-02-29,Saskatoon,SK,CAN,CAN,73.0,185.0,L,2002.0,1.0,25.0,61.0,61.0,0.0,26.0,22.0,0.0,12.0,1711.0,1549.0,162.0,0.9053185271770894,2.6866290452608297,-13.930059999999997,3617.9166666667,2.0,0.0,1.0,1.0,6.0,3.0,3.0,0.0,2.932737533110649,0.0873808347,3617.9166666667,1549.0,162.0,0.9053185271770894,2.6866290452608297,30.0,0.4918032786885246,9.0,3.0,0.0,0.0,0.0,0.0,0.0,33.29,146.0,154.0,300.0,410.0,89.0,0.7829268292682927,651.0,58.0,651.0,15.0,0.905608958075756,1521.0,137.0,0.9099276791584484,167.0,21.0,0.874251497005988,23.0,4.0,0.8260869565217391,0.902790619943545,3147.0,2389.0,1712.0,160.64,162.0,0.9485224022878932,0.9061682242990654,-1.3600000000000136,0.5487316421895861,1233.0,1014.0,1096.0,3402.0,2517.0,1757.0,176.84,153.0,160.0,186.0,24.0,12.0,0.5,2.0,6.0,M-NTC,UFA,3500000.0,3300000.0,108.6094667741554,5.0,6.0,6.0,17.0,8.5,,, 
94,Zatkoff,Jeff,LAK,453.09,3.0457524995034104,-8.722268,0.8763440860215054,0.9333333333333333,0.9220430107526881,-8.5,345,251,186,14.5,23,43,11,0.7441860465116279,83,3,60,9,0.8756443107312972,36.89,11,10,21,0,1,1,501,346,226,19.97,13,23,24,1.7215122823280145,0.5700325732899023,175,132,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
